Zipcode,Population Total,Bachelor population,Master population,Professional school degree population,Doctorate degree population
ZCTA5 68345,204,23,0,1,2
ZCTA5 68346,362,27,23,0,0
ZCTA5 68347,1515,289,161,36,11
ZCTA5 68348,231,23,21,0,0
ZCTA5 68349,765,131,53,5,13
ZCTA5 68350,143,18,8,0,0
ZCTA5 68351,600,114,12,0,3
ZCTA5 68352,3683,330,128,20,13
ZCTA5 68354,687,59,21,0,0
ZCTA5 68355,3721,599,202,25,0
ZCTA5 68357,265,54,13,3,0
ZCTA5 68358,1197,268,40,22,22
ZCTA5 68359,1191,165,45,23,3
ZCTA5 68360,413,111,16,0,7
ZCTA5 68361,1749,238,89,8,17
ZCTA5 68362,50,5,0,0,0
ZCTA5 68364,67,6,2,2,0
ZCTA5 68365,144,22,0,0,0
ZCTA5 68366,761,130,26,2,0
ZCTA5 68367,292,36,4,0,0
ZCTA5 68368,344,76,32,0,8
ZCTA5 68370,1732,297,71,0,13
ZCTA5 68371,1078,218,34,11,0
ZCTA5 68372,1979,448,206,17,9
ZCTA5 68375,98,0,0,0,0
ZCTA5 68376,1027,141,16,17,2
ZCTA5 68377,320,42,2,0,0
ZCTA5 68378,457,98,25,0,2
ZCTA5 68379,58,17,5,0,2
ZCTA5 68380,60,14,3,1,0
ZCTA5 68381,157,17,11,0,0
ZCTA5 68382,31,1,0,0,0
ZCTA5 68401,462,103,29,6,10
ZCTA5 68402,869,157,51,4,0
ZCTA5 68403,134,8,12,2,0
ZCTA5 68404,737,195,58,30,0
ZCTA5 68405,2069,329,82,27,13
ZCTA5 68406,382,55,14,1,0
ZCTA5 68407,493,108,21,3,0
ZCTA5 68409,512,89,48,17,1
ZCTA5 68410,5918,865,331,35,52
ZCTA5 68413,459,88,3,0,10
ZCTA5 68414,214,29,0,0,0
ZCTA5 68415,473,81,15,10,1
ZCTA5 68416,171,8,8,0,0
ZCTA5 68417,240,18,13,0,0
ZCTA5 68418,884,112,32,2,2
ZCTA5 68419,202,22,8,4,0
ZCTA5 68420,876,63,41,23,6
ZCTA5 68421,427,72,43,4,17
ZCTA5 68422,336,38,11,0,0
ZCTA5 68423,662,169,20,10,8
ZCTA5 68424,558,74,10,2,0
ZCTA5 68428,851,191,75,14,17
ZCTA5 68430,1003,238,114,0,47
ZCTA5 68431,240,19,8,2,8
ZCTA5 68433,120,4,2,0,0
ZCTA5 68434,5105,955,334,106,114
ZCTA5 68436,412,72,17,8,1
ZCTA5 68437,192,34,12,0,0
ZCTA5 68438,104,10,3,0,0
ZCTA5 68439,300,26,5,0,1
ZCTA5 68440,74,7,0,0,2
ZCTA5 68441,189,29,3,0,0
ZCTA5 68442,276,65,18,0,0
ZCTA5 68443,680,96,30,6,2
ZCTA5 68444,41,9,0,0,0
ZCTA5 68445,68,4,0,0,0
ZCTA5 68446,1832,319,89,25,0
ZCTA5 68447,386,58,7,2,0
ZCTA5 68448,289,50,9,2,1
ZCTA5 68450,2400,203,48,8,10
ZCTA5 68452,79,14,0,0,0
ZCTA5 68453,211,10,6,0,0
ZCTA5 68454,392,62,17,0,0
ZCTA5 68455,474,77,31,14,8
ZCTA5 68456,806,142,60,6,0
ZCTA5 68457,232,22,2,10,0
ZCTA5 68458,119,8,0,0,0
ZCTA5 68460,585,78,29,2,12
ZCTA5 68461,365,95,32,12,16
ZCTA5 68462,2692,634,305,21,12
ZCTA5 68463,1009,102,55,8,3
ZCTA5 68464,350,48,4,4,0
ZCTA5 68465,1453,144,35,8,3
ZCTA5 68466,1350,90,39,6,0
ZCTA5 68467,6357,1272,365,71,64
ZCTA5 68502,17528,3910,1613,314,758
ZCTA5 68503,8360,1539,847,51,325
ZCTA5 68504,9492,1424,445,20,158
ZCTA5 68505,10566,2201,682,131,148
ZCTA5 68506,19563,5307,2066,621,792
ZCTA5 68507,9644,1863,591,82,97
ZCTA5 68508,5236,849,536,54,123
ZCTA5 68510,14797,3683,1171,224,359
ZCTA5 68512,7993,2533,846,281,242
ZCTA5 68514,143,53,0,0,0
ZCTA5 68516,26288,8473,2957,843,851
ZCTA5 68517,353,127,86,0,0
ZCTA5 68520,1088,297,91,63,22
ZCTA5 68521,19378,4272,998,260,101
ZCTA5 68522,7992,1320,376,65,82
ZCTA5 68523,921,235,59,55,71
ZCTA5 68524,3440,565,136,40,47
ZCTA5 68526,3697,1383,525,140,170
ZCTA5 68527,605,149,70,10,41
ZCTA5 68528,3479,779,181,41,71
ZCTA5 68531,54,3,0,0,0
ZCTA5 68532,448,138,32,12,23
ZCTA5 68601,18446,2725,934,277,93
ZCTA5 68620,1912,287,113,22,5
ZCTA5 68621,371,52,17,0,0
ZCTA5 68622,225,36,16,0,0
ZCTA5 68623,226,22,0,0,0
ZCTA5 68624,830,86,27,11,0
ZCTA5 68626,469,54,12,3,2
ZCTA5 68627,412,23,6,0,0
ZCTA5 68628,603,68,18,2,1
ZCTA5 68629,1025,102,40,0,0
ZCTA5 68631,320,24,4,0,0
ZCTA5 68632,2616,287,64,32,0
ZCTA5 68633,909,62,17,0,0
ZCTA5 68634,308,9,8,0,0
ZCTA5 68635,281,33,7,4,1
ZCTA5 68636,891,143,33,5,0
ZCTA5 68637,257,26,6,3,0
ZCTA5 68638,1215,129,55,6,7
ZCTA5 68640,1073,122,64,6,3
ZCTA5 68641,711,116,18,9,0
ZCTA5 68642,1168,133,27,0,0
ZCTA5 68643,721,104,31,2,0
ZCTA5 68644,552,49,8,3,0
ZCTA5 68647,405,36,5,0,14
ZCTA5 68648,384,53,30,0,0
ZCTA5 68649,1335,145,73,3,9
ZCTA5 68651,1010,129,50,3,6
ZCTA5 68652,521,63,9,0,3
ZCTA5 68653,456,49,13,0,0
ZCTA5 68654,347,40,11,2,2
ZCTA5 68655,102,5,0,0,0
ZCTA5 68658,455,58,26,0,1
ZCTA5 68659,98,24,2,0,0
ZCTA5 68660,900,55,26,7,2
ZCTA5 68661,4122,312,74,16,36
ZCTA5 68662,850,83,19,0,0
ZCTA5 68663,510,27,16,0,0
ZCTA5 68664,224,7,2,1,0
ZCTA5 68665,665,111,23,11,0
ZCTA5 68666,1058,207,64,5,2
ZCTA5 68667,119,9,0,0,0
ZCTA5 68669,302,44,5,8,2
ZCTA5 68701,19621,2826,847,482,80
ZCTA5 68710,525,57,24,0,0
ZCTA5 68711,174,26,0,0,0
ZCTA5 68713,1508,256,74,11,2
ZCTA5 68714,864,117,20,17,2
ZCTA5 68715,999,153,49,8,11
ZCTA5 68716,751,88,53,10,10
ZCTA5 68717,158,12,2,0,0
ZCTA5 68718,1271,143,43,10,16
ZCTA5 68719,92,12,2,0,0
ZCTA5 68720,206,28,4,2,0
ZCTA5 68722,437,60,1,0,0
ZCTA5 68723,354,24,15,1,0
ZCTA5 68724,105,13,8,0,0
ZCTA5 68725,339,51,13,4,2
ZCTA5 68726,573,55,15,0,0
ZCTA5 68727,604,93,25,2,0
ZCTA5 68728,170,34,11,0,5
ZCTA5 68729,1298,204,61,6,8
ZCTA5 68730,1257,164,41,12,0
ZCTA5 68731,1933,150,59,5,4
ZCTA5 68732,123,14,3,2,0
ZCTA5 68733,934,116,35,8,1
ZCTA5 68734,92,14,11,2,0
ZCTA5 68735,544,51,40,2,1
ZCTA5 68736,403,59,4,0,0
ZCTA5 68739,1935,222,82,9,6
ZCTA5 68740,523,60,11,7,0
ZCTA5 68741,544,57,23,4,0
ZCTA5 68742,110,2,7,0,1
ZCTA5 68743,486,66,7,0,7
ZCTA5 68745,1112,210,55,19,14
ZCTA5 68746,296,36,6,5,2
ZCTA5 68747,88,22,2,0,0
ZCTA5 68748,2159,190,51,0,0
ZCTA5 68749,45,0,0,0,0
ZCTA5 68751,49,2,0,0,0
ZCTA5 68752,611,60,23,0,27
ZCTA5 68753,48,11,0,0,0
ZCTA5 68755,190,22,1,0,0
ZCTA5 68756,1388,219,57,28,7
ZCTA5 68757,569,67,24,5,0
ZCTA5 68758,829,115,15,2,17
ZCTA5 68759,209,31,4,0,0
ZCTA5 68760,832,69,45,1,9
ZCTA5 68761,281,16,5,0,0
ZCTA5 68763,3503,550,142,57,32
ZCTA5 68764,452,47,16,3,5
ZCTA5 68765,963,186,42,7,6
ZCTA5 68766,305,30,11,1,0
ZCTA5 68767,2245,341,78,5,0
ZCTA5 68768,427,36,14,4,0
ZCTA5 68769,1145,153,32,7,0
ZCTA5 68770,1048,129,69,2,0
ZCTA5 68771,983,109,24,5,0
ZCTA5 68773,132,20,2,0,0
ZCTA5 68774,223,23,11,2,0
ZCTA5 68776,8768,608,162,79,30
ZCTA5 68777,521,90,31,3,2
ZCTA5 68778,380,49,8,6,0
ZCTA5 68779,1687,207,65,4,10
ZCTA5 68780,693,102,32,5,0
ZCTA5 68781,1078,153,23,17,5
ZCTA5 68783,729,75,28,4,9
ZCTA5 68784,1369,194,80,5,20
ZCTA5 68785,154,8,3,0,0
ZCTA5 68786,774,144,50,9,0
ZCTA5 68787,3385,1065,379,51,101
ZCTA5 68788,3152,443,78,35,21
ZCTA5 68789,125,23,4,0,0
ZCTA5 68790,494,92,18,0,0
ZCTA5 68791,1213,188,29,3,0
ZCTA5 68792,278,29,6,0,2
ZCTA5 68801,19136,2052,629,255,89
ZCTA5 68803,15656,2065,777,185,89
ZCTA5 68810,763,123,6,0,0
ZCTA5 68812,470,80,26,2,2
ZCTA5 68813,404,45,12,8,0
ZCTA5 68814,661,96,14,7,5
ZCTA5 68815,366,64,8,1,8
ZCTA5 68816,137,21,10,0,0
ZCTA5 68817,225,3,2,0,0
ZCTA5 68818,3587,695,222,33,36
ZCTA5 68820,198,22,4,0,0
ZCTA5 68821,80,2,0,3,1
ZCTA5 68822,3044,418,192,41,68
ZCTA5 68823,1587,188,46,20,4
ZCTA5 68824,924,160,54,8,0
ZCTA5 68825,792,113,35,6,2
ZCTA5 68826,2743,387,112,21,16
ZCTA5 68827,405,55,28,0,0
ZCTA5 68828,226,18,4,0,0
ZCTA5 68831,544,45,19,4,3
ZCTA5 68832,1429,275,89,13,12
ZCTA5 68833,300,56,12,0,0
ZCTA5 68834,164,4,2,0,0
ZCTA5 68835,362,35,5,0,0
ZCTA5 68836,1046,196,38,0,6
ZCTA5 68837,91,23,0,0,0
ZCTA5 68838,193,39,0,0,0
ZCTA5 68840,1975,283,51,20,11
ZCTA5 68841,434,66,14,2,0
ZCTA5 68842,394,25,9,0,0
ZCTA5 68843,527,84,17,8,0
ZCTA5 68844,157,26,16,0,0
ZCTA5 68845,11456,3281,1045,233,245
ZCTA5 68846,242,27,8,0,0
ZCTA5 68847,10970,2323,678,135,158
ZCTA5 68849,6,0,0,0,0
ZCTA5 68850,7094,535,105,62,17
ZCTA5 68852,478,57,16,0,0
ZCTA5 68853,1142,116,48,11,0
ZCTA5 68854,587,106,30,11,0
ZCTA5 68855,311,82,7,0,0
ZCTA5 68856,388,62,15,5,0
ZCTA5 68858,205,46,1,4,6
ZCTA5 68859,397,36,4,0,0
ZCTA5 68860,193,37,7,0,0
ZCTA5 68861,58,3,0,0,0
ZCTA5 68862,2125,300,84,19,19
ZCTA5 68863,821,94,19,14,10
ZCTA5 68864,872,110,14,0,3
ZCTA5 68865,646,130,15,10,20
ZCTA5 68866,610,100,25,0,0
ZCTA5 68869,1396,217,78,14,0
ZCTA5 68870,353,91,17,0,3
ZCTA5 68871,182,24,3,0,0
ZCTA5 68872,711,81,10,0,0
ZCTA5 68873,2347,420,88,40,18
ZCTA5 68874,736,87,30,0,2
ZCTA5 68875,467,36,15,3,0
ZCTA5 68876,1064,182,41,8,4
ZCTA5 68878,255,44,10,0,2
ZCTA5 68879,271,39,6,2,0
ZCTA5 68881,51,8,0,0,0
ZCTA5 68882,292,24,6,0,0
ZCTA5 68883,1615,219,111,9,9
ZCTA5 68901,16738,2437,1034,251,156
ZCTA5 68920,1107,131,39,6,3
ZCTA5 68922,851,82,21,2,6
ZCTA5 68923,74,8,0,0,0
ZCTA5 68924,775,153,43,3,2
ZCTA5 68925,405,77,7,0,0
ZCTA5 68926,611,59,5,9,0
ZCTA5 68927,889,137,42,7,0
ZCTA5 68928,305,56,17,0,1
ZCTA5 68929,129,20,2,0,0
ZCTA5 68930,958,154,63,10,0
ZCTA5 68932,303,25,5,0,0
ZCTA5 68933,628,89,22,0,14
ZCTA5 68934,71,2,5,0,0
ZCTA5 68935,507,81,26,0,2
ZCTA5 68936,164,27,2,0,0
ZCTA5 68937,1205,187,55,11,10
ZCTA5 68938,336,50,11,0,0
ZCTA5 68939,876,94,28,15,3
ZCTA5 68940,438,89,10,0,0
ZCTA5 68941,535,83,12,0,7
ZCTA5 68942,316,28,1,0,8
ZCTA5 68943,194,22,12,10,0
ZCTA5 68944,770,86,22,1,0
ZCTA5 68945,221,35,27,0,0
ZCTA5 68946,23,1,0,0,0
ZCTA5 68947,482,95,16,8,2
ZCTA5 68948,227,18,1,0,0
ZCTA5 68949,4444,746,175,61,43
ZCTA5 68950,325,42,0,1,0
ZCTA5 68952,97,0,2,0,0
ZCTA5 68954,58,8,0,0,0
ZCTA5 68955,1308,259,100,13,2
ZCTA5 68956,865,106,26,3,0
ZCTA5 68957,506,72,11,0,11
ZCTA5 68958,438,63,12,5,1
ZCTA5 68959,2760,465,117,65,0
ZCTA5 68960,105,14,3,0,2
ZCTA5 68961,519,60,12,9,3
ZCTA5 68964,90,3,0,0,0
ZCTA5 68966,466,31,7,25,0
ZCTA5 68967,783,143,22,13,0
ZCTA5 68969,48,9,0,0,0
ZCTA5 68970,1007,93,54,16,9
ZCTA5 68971,363,64,5,6,0
ZCTA5 68972,157,24,1,0,0
ZCTA5 68973,319,31,17,0,4
ZCTA5 68974,131,5,2,0,0
ZCTA5 68975,131,31,17,0,0
ZCTA5 68976,169,11,6,3,0
ZCTA5 68977,239,18,3,0,0
ZCTA5 68978,1727,180,92,27,11
ZCTA5 68979,1334,204,49,27,2
ZCTA5 68980,236,59,1,0,2
ZCTA5 68981,214,53,12,0,0
ZCTA5 68982,548,75,24,2,8
ZCTA5 69001,6265,815,233,92,10
ZCTA5 69020,276,41,2,0,0
ZCTA5 69021,971,124,54,13,7
ZCTA5 69022,1140,212,22,5,10
ZCTA5 69023,250,45,0,0,0
ZCTA5 69024,920,98,44,5,0
ZCTA5 69025,698,92,70,6,5
ZCTA5 69026,180,19,2,0,0
ZCTA5 69027,76,13,7,0,0
ZCTA5 69028,492,74,15,2,0
ZCTA5 69029,278,29,5,1,2
ZCTA5 69030,231,26,4,0,0
ZCTA5 69032,417,51,22,3,0
ZCTA5 69033,1741,252,46,0,21
ZCTA5 69034,688,73,13,0,0
ZCTA5 69036,43,5,2,0,0
ZCTA5 69037,51,7,3,0,0
ZCTA5 69038,342,51,4,0,0
ZCTA5 69039,61,3,0,0,3
ZCTA5 69040,515,71,19,2,0
ZCTA5 69041,125,28,5,0,0
ZCTA5 69042,35,0,0,0,0
ZCTA5 69043,342,39,14,0,4
ZCTA5 69044,518,23,38,0,5
ZCTA5 69045,830,107,19,2,0
ZCTA5 69046,137,16,6,0,0
ZCTA5 69101,19926,2795,876,184,147
ZCTA5 69120,699,138,23,4,2
ZCTA5 69121,262,70,12,1,1
ZCTA5 69122,517,37,6,2,1
ZCTA5 69123,597,100,31,6,0
ZCTA5 69125,295,23,3,7,0
ZCTA5 69127,734,107,51,3,0
ZCTA5 69128,168,17,1,4,0
ZCTA5 69129,882,122,53,15,3
ZCTA5 69130,3702,364,213,48,13
ZCTA5 69131,356,54,16,0,3
ZCTA5 69132,106,31,0,0,0
ZCTA5 69133,315,30,12,4,0
ZCTA5 69134,263,44,31,0,13
ZCTA5 69135,72,25,0,0,0
ZCTA5 69138,3057,454,193,22,43
ZCTA5 69140,1251,168,69,39,3
ZCTA5 69141,245,32,7,0,0
ZCTA5 69142,78,5,7,10,0
ZCTA5 69143,982,151,17,21,4
ZCTA5 69144,130,50,0,0,0
ZCTA5 69145,2218,261,114,18,4
ZCTA5 69146,345,32,9,0,0
ZCTA5 69147,471,68,23,1,0
ZCTA5 69148,162,43,11,0,0
ZCTA5 69149,491,62,10,3,3
ZCTA5 69150,323,51,7,4,0
ZCTA5 69151,653,66,12,5,4
ZCTA5 69152,640,101,39,0,5
ZCTA5 69153,3951,535,141,63,61
ZCTA5 69154,928,141,42,30,4
ZCTA5 69155,660,116,54,1,2
ZCTA5 69156,434,49,13,6,4
ZCTA5 69157,14,3,0,0,0
ZCTA5 69161,69,4,0,0,0
ZCTA5 69162,5553,1048,270,51,22
ZCTA5 69163,600,92,20,5,0
ZCTA5 69165,1287,189,58,5,0
ZCTA5 69166,467,102,28,9,1
ZCTA5 69167,248,48,16,0,0
ZCTA5 69168,174,29,18,0,0
ZCTA5 69169,469,78,8,2,0
ZCTA5 69170,261,38,5,0,0
ZCTA5 69171,11,0,0,0,0
ZCTA5 69201,2928,418,68,29,60
ZCTA5 69210,1892,186,65,32,41
ZCTA5 69211,218,36,10,1,0
ZCTA5 69212,192,26,12,0,0
ZCTA5 69214,153,33,0,0,0
ZCTA5 69216,110,9,7,0,0
ZCTA5 69217,283,19,6,1,0
ZCTA5 69218,121,16,0,0,0
ZCTA5 69219,92,18,7,0,0
ZCTA5 69220,26,3,0,0,0
ZCTA5 69221,140,21,10,0,0
ZCTA5 69301,6666,665,264,40,0
ZCTA5 69331,14,0,0,0,0
ZCTA5 69333,190,26,6,0,0
ZCTA5 69334,1485,206,67,7,14
ZCTA5 69335,19,3,0,0,0
ZCTA5 69336,1698,279,56,0,4
ZCTA5 69337,4045,859,382,87,192
ZCTA5 69339,1320,174,41,22,13
ZCTA5 69340,130,2,0,0,0
ZCTA5 69341,7248,1037,333,115,33
ZCTA5 69343,1702,300,54,17,31
ZCTA5 69345,367,46,19,3,7
ZCTA5 69346,424,112,27,1,0
ZCTA5 69347,928,177,59,0,0
ZCTA5 69348,1103,228,62,0,0
ZCTA5 69350,301,35,14,1,0
ZCTA5 69351,111,18,22,0,0
ZCTA5 69352,492,59,6,0,0
ZCTA5 69353,9,0,0,0,0
ZCTA5 69354,85,15,0,0,0
ZCTA5 69355,90,11,0,0,0
ZCTA5 69356,1221,187,57,10,0
ZCTA5 69357,2434,259,84,33,26
ZCTA5 69358,1206,125,39,5,4
ZCTA5 69360,959,148,78,21,5
ZCTA5 69361,11955,1843,664,162,139
ZCTA5 69365,35,17,9,0,0
ZCTA5 69366,178,39,2,0,0
ZCTA5 69367,158,41,13,0,0
ZCTA5 70001,28597,6101,1932,697,329
ZCTA5 70002,14534,3408,1073,661,270
ZCTA5 70003,28321,5606,1718,553,289
ZCTA5 70005,19052,4527,1655,1261,429
ZCTA5 70006,12485,2883,1051,284,295
ZCTA5 70030,3102,206,184,0,0
ZCTA5 70031,884,118,43,4,0
ZCTA5 70032,2832,366,71,3,17
ZCTA5 70036,808,19,0,0,6
ZCTA5 70037,10546,1345,323,84,52
ZCTA5 70038,286,6,0,0,0
ZCTA5 70039,1272,215,42,0,0
ZCTA5 70040,745,68,9,0,0
ZCTA5 70041,1732,62,69,13,0
ZCTA5 70043,13568,1503,300,113,81
ZCTA5 70047,8307,1732,601,58,89
ZCTA5 70049,1703,188,75,49,25
ZCTA5 70050,29,0,0,0,0
ZCTA5 70051,1418,83,25,29,0
ZCTA5 70052,2298,233,79,0,0
ZCTA5 70053,11276,1147,389,80,72
ZCTA5 70056,26069,3856,1267,372,115
ZCTA5 70057,3191,249,123,0,32
ZCTA5 70058,25747,3292,1098,460,109
ZCTA5 70062,10976,843,243,47,21
ZCTA5 70065,36351,6880,1964,747,212
ZCTA5 70067,1747,126,13,0,7
ZCTA5 70068,21315,2800,744,251,134
ZCTA5 70070,8327,1560,341,50,17
ZCTA5 70071,2536,231,105,0,30
ZCTA5 70072,36092,3342,947,190,158
ZCTA5 70075,3098,360,37,0,0
ZCTA5 70076,182,26,0,0,0
ZCTA5 70079,2097,104,40,24,0
ZCTA5 70080,916,91,11,0,0
ZCTA5 70082,253,0,18,0,0
ZCTA5 70083,1367,45,15,5,0
ZCTA5 70084,4732,444,141,6,30
ZCTA5 70085,3040,142,24,5,17
ZCTA5 70086,1224,73,42,4,0
ZCTA5 70087,5488,631,69,29,26
ZCTA5 70090,5445,575,240,0,15
ZCTA5 70091,172,12,21,0,4
ZCTA5 70092,4743,331,46,0,0
ZCTA5 70094,20151,1668,258,67,42
ZCTA5 70112,1983,441,209,169,108
ZCTA5 70113,5524,509,307,109,73
ZCTA5 70114,16007,1778,836,231,94
ZCTA5 70115,26704,7768,4244,2523,877
ZCTA5 70116,9518,2073,849,317,301
ZCTA5 70117,17211,2519,1054,343,161
ZCTA5 70118,22061,5416,2574,1612,933
ZCTA5 70119,27582,5544,2187,744,525
ZCTA5 70121,9381,1502,403,204,123
ZCTA5 70122,23499,4087,1851,609,457
ZCTA5 70123,19583,4477,1389,756,353
ZCTA5 70124,15036,5332,1979,1705,482
ZCTA5 70125,10920,2562,1361,569,371
ZCTA5 70126,15670,1922,806,97,185
ZCTA5 70127,15117,1464,422,99,90
ZCTA5 70128,12530,1706,956,254,81
ZCTA5 70129,6673,651,132,21,55
ZCTA5 70130,11417,3657,1482,1091,388
ZCTA5 70131,21202,4409,1582,615,334
ZCTA5 70139,0,0,0,0,0
ZCTA5 70163,0,0,0,0,0
ZCTA5 70301,28726,3919,1669,484,390
ZCTA5 70339,4359,214,33,55,0
ZCTA5 70340,172,0,0,0,0
ZCTA5 70341,2773,162,82,0,0
ZCTA5 70342,3064,300,62,0,4
ZCTA5 70343,3096,264,34,46,0
ZCTA5 70344,3819,204,12,14,0
ZCTA5 70345,6599,440,100,23,64
ZCTA5 70346,7086,728,187,41,0
ZCTA5 70352,120,11,0,0,0
ZCTA5 70353,758,24,0,0,0
ZCTA5 70354,3014,75,28,0,29
ZCTA5 70355,707,24,9,0,0
ZCTA5 70356,1426,7,0,0,0
ZCTA5 70357,1780,64,36,0,6
ZCTA5 70358,642,19,12,0,0
ZCTA5 70359,5410,597,52,19,7
ZCTA5 70360,18586,3261,916,290,142
ZCTA5 70363,16852,745,235,71,15
ZCTA5 70364,19632,1756,607,95,0
ZCTA5 70372,1544,109,15,0,0
ZCTA5 70373,4650,366,128,33,0
ZCTA5 70374,4873,387,95,32,50
ZCTA5 70375,46,0,0,0,0
ZCTA5 70377,3037,111,33,0,0
ZCTA5 70380,14782,1136,431,63,46
ZCTA5 70390,4636,439,224,4,31
ZCTA5 70391,129,0,0,0,0
ZCTA5 70392,5506,524,72,34,0
ZCTA5 70393,526,58,22,0,0
ZCTA5 70394,10142,1224,210,30,9
ZCTA5 70395,3678,288,117,19,49
ZCTA5 70397,724,54,1,0,1
ZCTA5 70401,11782,1884,889,172,148
ZCTA5 70402,0,0,0,0,0
ZCTA5 70403,17261,2654,844,131,89
ZCTA5 70420,5787,1144,343,57,90
ZCTA5 70422,10356,1445,462,31,45
ZCTA5 70426,4549,263,158,21,17
ZCTA5 70427,12862,982,356,110,33
ZCTA5 70431,3563,361,126,50,0
ZCTA5 70433,23626,6009,1839,629,268
ZCTA5 70435,12951,2275,736,203,196
ZCTA5 70436,454,37,0,0,0
ZCTA5 70437,6288,942,271,81,101
ZCTA5 70438,12253,1249,423,29,30
ZCTA5 70441,3043,140,64,62,9
ZCTA5 70442,107,0,0,0,0
ZCTA5 70443,6424,461,78,56,19
ZCTA5 70444,6854,619,253,47,38
ZCTA5 70445,7502,880,275,58,50
ZCTA5 70446,4797,533,170,0,0
ZCTA5 70447,6703,1972,724,242,47
ZCTA5 70448,17052,5445,1977,664,345
ZCTA5 70449,2751,115,14,0,0
ZCTA5 70450,1970,122,57,0,21
ZCTA5 70451,20,10,0,0,0
ZCTA5 70452,7993,678,232,59,33
ZCTA5 70453,578,44,37,0,0
ZCTA5 70454,18084,2747,780,215,138
ZCTA5 70455,808,31,0,20,0
ZCTA5 70456,1292,102,41,0,2
ZCTA5 70458,25595,4150,1510,458,256
ZCTA5 70460,14583,1830,562,141,86
ZCTA5 70461,17895,3212,1019,475,218
ZCTA5 70462,4256,478,132,21,14
ZCTA5 70463,142,4,7,0,0
ZCTA5 70464,398,0,0,0,0
ZCTA5 70465,431,13,24,0,0
ZCTA5 70466,5653,664,150,21,0
ZCTA5 70471,14253,4335,1434,848,186
ZCTA5 70501,19048,1757,536,86,165
ZCTA5 70503,18595,6828,1703,863,454
ZCTA5 70506,27432,5454,1662,413,300
ZCTA5 70507,10984,1468,645,74,24
ZCTA5 70508,25861,7903,2343,985,482
ZCTA5 70510,16499,1576,404,38,100
ZCTA5 70512,6958,553,164,66,8
ZCTA5 70513,174,37,0,0,0
ZCTA5 70514,1643,105,48,0,0
ZCTA5 70515,2410,165,71,4,5
ZCTA5 70516,560,73,33,0,0
ZCTA5 70517,17298,1576,394,61,59
ZCTA5 70518,8985,1756,667,84,107
ZCTA5 70519,175,0,0,0,22
ZCTA5 70520,12398,1828,737,13,46
ZCTA5 70523,452,47,14,0,0
ZCTA5 70524,241,25,8,7,0
ZCTA5 70525,8555,561,59,11,56
ZCTA5 70526,12437,1021,267,95,34
ZCTA5 70528,1795,147,21,16,5
ZCTA5 70529,7799,925,251,20,33
ZCTA5 70531,1116,68,0,0,0
ZCTA5 70532,1741,152,89,4,0
ZCTA5 70533,4596,488,78,7,0
ZCTA5 70534,640,82,9,0,0
ZCTA5 70535,11278,812,290,93,19
ZCTA5 70537,310,43,0,0,0
ZCTA5 70538,9479,706,254,130,6
ZCTA5 70541,242,35,4,1,0
ZCTA5 70542,2395,86,7,4,2
ZCTA5 70543,2771,252,56,9,0
ZCTA5 70544,7983,556,191,32,15
ZCTA5 70546,10445,960,268,87,17
ZCTA5 70548,6784,546,165,15,5
ZCTA5 70549,2723,272,83,19,0
ZCTA5 70550,417,0,0,0,0
ZCTA5 70552,1076,52,14,10,0
ZCTA5 70554,3312,214,66,11,0
ZCTA5 70555,5320,600,183,8,8
ZCTA5 70556,190,54,21,0,0
ZCTA5 70558,0,0,0,0,0
ZCTA5 70559,1625,60,24,27,0
ZCTA5 70560,26634,1811,788,161,102
ZCTA5 70563,12386,1874,398,188,73
ZCTA5 70570,24619,2533,952,213,45
ZCTA5 70575,80,34,0,0,0
ZCTA5 70576,864,26,19,0,0
ZCTA5 70577,2641,173,8,0,0
ZCTA5 70578,10585,752,222,80,18
ZCTA5 70580,0,0,0,0,0
ZCTA5 70581,627,36,27,0,0
ZCTA5 70582,12827,1309,394,51,49
ZCTA5 70583,7235,715,271,13,38
ZCTA5 70584,4753,666,186,13,10
ZCTA5 70585,142,6,7,0,0
ZCTA5 70586,13276,1364,308,118,0
ZCTA5 70589,2026,180,150,14,8
ZCTA5 70591,3469,235,134,10,0
ZCTA5 70592,14822,2937,725,69,53
ZCTA5 70601,21158,2499,718,189,68
ZCTA5 70605,23090,5832,1747,899,293
ZCTA5 70607,16076,2104,603,129,107
ZCTA5 70611,13286,2378,768,43,63
ZCTA5 70615,8383,552,304,34,9
ZCTA5 70630,838,152,13,0,0
ZCTA5 70631,555,41,58,13,0
ZCTA5 70632,470,82,0,7,0
ZCTA5 70633,4832,296,98,29,0
ZCTA5 70634,16473,1926,639,136,64
ZCTA5 70637,397,54,0,0,14
ZCTA5 70638,503,62,3,0,2
ZCTA5 70639,337,13,0,0,0
ZCTA5 70640,272,48,4,0,0
ZCTA5 70643,205,51,41,0,0
ZCTA5 70644,121,37,7,0,0
ZCTA5 70645,792,46,6,0,0
ZCTA5 70646,312,47,49,0,0
ZCTA5 70647,5770,657,274,0,12
ZCTA5 70648,5519,323,355,73,10
ZCTA5 70650,203,42,9,9,0
ZCTA5 70651,154,10,0,0,0
ZCTA5 70652,1304,164,65,41,0
ZCTA5 70653,2185,118,45,17,15
ZCTA5 70654,90,0,0,0,0
ZCTA5 70655,2094,180,67,0,0
ZCTA5 70656,2606,170,42,28,0
